transaction_id,customer_segment,historical_success_rate,average_transaction_amount,amount,payment_method,transaction_hour,failure_reason,retry_count,strategy_id,action,delay_hours,amount_to_average_ratio,is_high_value_transaction,is_late_night,customer_success_category,recovered
TXN_0000064,LOW_RELIABILITY,0.52,5014.89,11420.12,CARD,7,NETWORK_TIMEOUT,0,RETRY_6_HOURS,RETRY,6.0,2.277242372215542,1,0,LOW,0
TXN_0000064,LOW_RELIABILITY,0.52,5014.89,11420.12,CARD,7,NETWORK_TIMEOUT,0,PAYMENT_LINK,PAYMENT_LINK,1.0,2.277242372215542,1,0,LOW,1
TXN_0000064,LOW_RELIABILITY,0.52,5014.89,11420.12,CARD,7,NETWORK_TIMEOUT,0,WAIT,WAIT,12.0,2.277242372215542,1,0,LOW,1
TXN_0000071,MEDIUM_RELIABILITY,0.65,9714.14,13285.95,UPI,19,TECHNICAL_ERROR,0,RETRY_30_MIN,RETRY,0.5,1.3676918389069954,0,0,MEDIUM,0
TXN_0000071,MEDIUM_RELIABILITY,0.65,9714.14,13285.95,UPI,19,TECHNICAL_ERROR,0,RETRY_6_HOURS,RETRY,6.0,1.3676918389069954,0,0,MEDIUM,1
TXN_0000071,MEDIUM_RELIABILITY,0.65,9714.14,13285.95,UPI,19,TECHNICAL_ERROR,0,PAYMENT_LINK,PAYMENT_LINK,1.0,1.3676918389069954,0,0,MEDIUM,1
TXN_0000071,MEDIUM_RELIABILITY,0.65,9714.14,13285.95,UPI,19,TECHNICAL_ERROR,0,WAIT,WAIT,12.0,1.3676918389069954,0,0,MEDIUM,0
TXN_0000072,MEDIUM_RELIABILITY,0.65,9714.14,7117.96,CARD,19,AUTHENTICATION_FAILURE,2,RETRY_30_MIN,RETRY,0.5,0.7327421676031023,0,0,MEDIUM,0
TXN_0000072,MEDIUM_RELIABILITY,0.65,9714.14,7117.96,CARD,19,AUTHENTICATION_FAILURE,2,RETRY_6_HOURS,RETRY,6.0,0.7327421676031023,0,0,MEDIUM,0
TXN_0000072,MEDIUM_RELIABILITY,0.65,9714.14,7117.96,CARD,19,AUTHENTICATION_FAILURE,2,PAYMENT_LINK,PAYMENT_LINK,1.0,0.7327421676031023,0,0,MEDIUM,1
TXN_0000072,MEDIUM_RELIABILITY,0.65,9714.14,7117.96,CARD,19,AUTHENTICATION_FAILURE,2,WAIT,WAIT,12.0,0.7327421676031023,0,0,MEDIUM,1
TXN_0000082,HIGH_RELIABILITY,0.9,3567.66,5037.48,UPI,18,NETWORK_TIMEOUT,1,RETRY_30_MIN,RETRY,0.5,1.4119843258606481,0,0,HIGH,1
TXN_0000082,HIGH_RELIABILITY,0.9,3567.66,5037.48,UPI,18,NETWORK_TIMEOUT,1,RETRY_6_HOURS,RETRY,6.0,1.4119843258606481,0,0,HIGH,1
TXN_0000082,HIGH_RELIABILITY,0.9,3567.66,5037.48,UPI,18,NETWORK_TIMEOUT,1,PAYMENT_LINK,PAYMENT_LINK,1.0,1.4119843258606481,0,0,HIGH,1
TXN_0000082,HIGH_RELIABILITY,0.9,3567.66,5037.48,UPI,18,NETWORK_TIMEOUT,1,WAIT,WAIT,12.0,1.4119843258606481,0,0,HIGH,0
TXN_0000100,MEDIUM_RELIABILITY,0.75,3266.68,3692.39,UPI,2,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,RETRY,0.5,1.1303188558414048,0,1,MEDIUM,0
TXN_0000100,MEDIUM_RELIABILITY,0.75,3266.68,3692.39,UPI,2,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,RETRY,6.0,1.1303188558414048,0,1,MEDIUM,1
TXN_0000100,MEDIUM_RELIABILITY,0.75,3266.68,3692.39,UPI,2,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,PAYMENT_LINK,1.0,1.1303188558414048,0,1,MEDIUM,1
TXN_0000100,MEDIUM_RELIABILITY,0.75,3266.68,3692.39,UPI,2,TEMPORARY_BANK_ERROR,0,WAIT,WAIT,12.0,1.1303188558414048,0,1,MEDIUM,1
TXN_0000101,MEDIUM_RELIABILITY,0.75,3266.68,3520.68,CARD,1,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,RETRY,0.5,1.0777547846743483,0,1,MEDIUM,1
TXN_0000101,MEDIUM_RELIABILITY,0.75,3266.68,3520.68,CARD,1,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,RETRY,6.0,1.0777547846743483,0,1,MEDIUM,1
TXN_0000101,MEDIUM_RELIABILITY,0.75,3266.68,3520.68,CARD,1,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,PAYMENT_LINK,1.0,1.0777547846743483,0,1,MEDIUM,1
TXN_0000101,MEDIUM_RELIABILITY,0.75,3266.68,3520.68,CARD,1,TEMPORARY_BANK_ERROR,0,WAIT,WAIT,12.0,1.0777547846743483,0,1,MEDIUM,0
TXN_0000102,MEDIUM_RELIABILITY,0.75,3266.68,2805.21,CARD,1,TECHNICAL_ERROR,0,RETRY_30_MIN,RETRY,0.5,0.8587342500642855,0,1,MEDIUM,1
TXN_0000102,MEDIUM_RELIABILITY,0.75,3266.68,2805.21,CARD,1,TECHNICAL_ERROR,0,RETRY_6_HOURS,RETRY,6.0,0.8587342500642855,0,1,MEDIUM,1
TXN_0000102,MEDIUM_RELIABILITY,0.75,3266.68,2805.21,CARD,1,TECHNICAL_ERROR,0,PAYMENT_LINK,PAYMENT_LINK,1.0,0.8587342500642855,0,1,MEDIUM,0
TXN_0000102,MEDIUM_RELIABILITY,0.75,3266.68,2805.21,CARD,1,TECHNICAL_ERROR,0,WAIT,WAIT,12.0,0.8587342500642855,0,1,MEDIUM,1
TXN_0000112,MEDIUM_RELIABILITY,0.78,1825.19,1381.43,UPI,12,INSUFFICIENT_FUNDS,0,RETRY_30_MIN,RETRY,0.5,0.7568691478695369,0,0,MEDIUM,1
TXN_0000112,MEDIUM_RELIABILITY,0.78,1825.19,1381.43,UPI,12,INSUFFICIENT_FUNDS,0,RETRY_6_HOURS,RETRY,6.0,0.7568691478695369,0,0,MEDIUM,1
TXN_0000112,MEDIUM_RELIABILITY,0.78,1825.19,1381.43,UPI,12,INSUFFICIENT_FUNDS,0,PAYMENT_LINK,PAYMENT_LINK,1.0,0.7568691478695369,0,0,MEDIUM,1
TXN_0000112,MEDIUM_RELIABILITY,0.78,1825.19,1381.43,UPI,12,INSUFFICIENT_FUNDS,0,WAIT,WAIT,12.0,0.7568691478695369,0,0,MEDIUM,1
TXN_0000113,MEDIUM_RELIABILITY,0.71,3980.44,6045.48,UPI,22,NETWORK_TIMEOUT,0,RETRY_30_MIN,RETRY,0.5,1.518796916923757,0,0,MEDIUM,1
TXN_0000113,MEDIUM_RELIABILITY,0.71,3980.44,6045.48,UPI,22,NETWORK_TIMEOUT,0,RETRY_6_HOURS,RETRY,6.0,1.518796916923757,0,0,MEDIUM,1
TXN_0000113,MEDIUM_RELIABILITY,0.71,3980.44,6045.48,UPI,22,NETWORK_TIMEOUT,0,PAYMENT_LINK,PAYMENT_LINK,1.0,1.518796916923757,0,0,MEDIUM,1
TXN_0000113,MEDIUM_RELIABILITY,0.71,3980.44,6045.48,UPI,22,NETWORK_TIMEOUT,0,WAIT,WAIT,12.0,1.518796916923757,0,0,MEDIUM,1
TXN_0000115,MEDIUM_RELIABILITY,0.71,3980.44,2389.37,UPI,7,NETWORK_TIMEOUT,0,RETRY_30_MIN,RETRY,0.5,0.6002778587291857,0,0,MEDIUM,0
TXN_0000115,MEDIUM_RELIABILITY,0.71,3980.44,2389.37,UPI,7,NETWORK_TIMEOUT,0,RETRY_6_HOURS,RETRY,6.0,0.6002778587291857,0,0,MEDIUM,1
TXN_0000115,MEDIUM_RELIABILITY,0.71,3980.44,2389.37,UPI,7,NETWORK_TIMEOUT,0,PAYMENT_LINK,PAYMENT_LINK,1.0,0.6002778587291857,0,0,MEDIUM,0
TXN_0000115,MEDIUM_RELIABILITY,0.71,3980.44,2389.37,UPI,7,NETWORK_TIMEOUT,0,WAIT,WAIT,12.0,0.6002778587291857,0,0,MEDIUM,0
TXN_0000116,MEDIUM_RELIABILITY,0.71,3980.44,3176.75,UPI,11,AUTHENTICATION_FAILURE,0,RETRY_30_MIN,RETRY,0.5,0.7980901608867361,0,0,MEDIUM,1
TXN_0000116,MEDIUM_RELIABILITY,0.71,3980.44,3176.75,UPI,11,AUTHENTICATION_FAILURE,0,RETRY_6_HOURS,RETRY,6.0,0.7980901608867361,0,0,MEDIUM,1
TXN_0000116,MEDIUM_RELIABILITY,0.71,3980.44,3176.75,UPI,11,AUTHENTICATION_FAILURE,0,PAYMENT_LINK,PAYMENT_LINK,1.0,0.7980901608867361,0,0,MEDIUM,1
TXN_0000116,MEDIUM_RELIABILITY,0.71,3980.44,3176.75,UPI,11,AUTHENTICATION_FAILURE,0,WAIT,WAIT,12.0,0.7980901608867361,0,0,MEDIUM,0
TXN_0000118,MEDIUM_RELIABILITY,0.71,3980.44,4850.94,UPI,2,USER_ABANDONMENT,1,RETRY_30_MIN,RETRY,0.5,1.2186944156927373,0,1,MEDIUM,1
TXN_0000118,MEDIUM_RELIABILITY,0.71,3980.44,4850.94,UPI,2,USER_ABANDONMENT,1,RETRY_6_HOURS,RETRY,6.0,1.2186944156927373,0,1,MEDIUM,0
TXN_0000118,MEDIUM_RELIABILITY,0.71,3980.44,4850.94,UPI,2,USER_ABANDONMENT,1,PAYMENT_LINK,PAYMENT_LINK,1.0,1.2186944156927373,0,1,MEDIUM,1
TXN_0000118,MEDIUM_RELIABILITY,0.71,3980.44,4850.94,UPI,2,USER_ABANDONMENT,1,WAIT,WAIT,12.0,1.2186944156927373,0,1,MEDIUM,1
TXN_0000119,MEDIUM_RELIABILITY,0.71,3980.44,3600.02,CARD,15,TECHNICAL_ERROR,0,RETRY_30_MIN,RETRY,0.5,0.9044276512144386,0,0,MEDIUM,1
TXN_0000119,MEDIUM_RELIABILITY,0.71,3980.44,3600.02,CARD,15,TECHNICAL_ERROR,0,RETRY_6_HOURS,RETRY,6.0,0.9044276512144386,0,0,MEDIUM,0
TXN_0000119,MEDIUM_RELIABILITY,0.71,3980.44,3600.02,CARD,15,TECHNICAL_ERROR,0,PAYMENT_LINK,PAYMENT_LINK,1.0,0.9044276512144386,0,0,MEDIUM,0
TXN_0000119,MEDIUM_RELIABILITY,0.71,3980.44,3600.02,CARD,15,TECHNICAL_ERROR,0,WAIT,WAIT,12.0,0.9044276512144386,0,0,MEDIUM,1
TXN_0000122,LOW_RELIABILITY,0.48,5539.2,3495.43,CARD,22,TECHNICAL_ERROR,0,RETRY_30_MIN,RETRY,0.5,0.6310351675332178,0,0,LOW,1
TXN_0000122,LOW_RELIABILITY,0.48,5539.2,3495.43,CARD,22,TECHNICAL_ERROR,0,RETRY_6_HOURS,RETRY,6.0,0.6310351675332178,0,0,LOW,1
TXN_0000122,LOW_RELIABILITY,0.48,5539.2,3495.43,CARD,22,TECHNICAL_ERROR,0,PAYMENT_LINK,PAYMENT_LINK,1.0,0.6310351675332178,0,0,LOW,0
TXN_0000122,LOW_RELIABILITY,0.48,5539.2,3495.43,CARD,22,TECHNICAL_ERROR,0,WAIT,WAIT,12.0,0.6310351675332178,0,0,LOW,0
TXN_0000124,LOW_RELIABILITY,0.48,5539.2,4825.04,UPI,15,USER_ABANDONMENT,1,RETRY_30_MIN,RETRY,0.5,0.8710716348931253,0,0,LOW,0
TXN_0000124,LOW_RELIABILITY,0.48,5539.2,4825.04,UPI,15,USER_ABANDONMENT,1,RETRY_6_HOURS,RETRY,6.0,0.8710716348931253,0,0,LOW,0
TXN_0000124,LOW_RELIABILITY,0.48,5539.2,4825.04,UPI,15,USER_ABANDONMENT,1,PAYMENT_LINK,PAYMENT_LINK,1.0,0.8710716348931253,0,0,LOW,0
TXN_0000124,LOW_RELIABILITY,0.48,5539.2,4825.04,UPI,15,USER_ABANDONMENT,1,WAIT,WAIT,12.0,0.8710716348931253,0,0,LOW,0
TXN_0000126,LOW_RELIABILITY,0.48,5539.2,8909.95,UPI,13,USER_ABANDONMENT,1,RETRY_30_MIN,RETRY,0.5,1.6085265020219528,0,0,LOW,1
TXN_0000126,LOW_RELIABILITY,0.48,5539.2,8909.95,UPI,13,USER_ABANDONMENT,1,RETRY_6_HOURS,RETRY,6.0,1.6085265020219528,0,0,LOW,1
TXN_0000126,LOW_RELIABILITY,0.48,5539.2,8909.95,UPI,13,USER_ABANDONMENT,1,PAYMENT_LINK,PAYMENT_LINK,1.0,1.6085265020219528,0,0,LOW,1
TXN_0000126,LOW_RELIABILITY,0.48,5539.2,8909.95,UPI,13,USER_ABANDONMENT,1,WAIT,WAIT,12.0,1.6085265020219528,0,0,LOW,0
TXN_0000128,MEDIUM_RELIABILITY,0.69,5385.23,4455.48,UPI,4,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,RETRY,0.5,0.8273518494103316,0,1,MEDIUM,0
TXN_0000128,MEDIUM_RELIABILITY,0.69,5385.23,4455.48,UPI,4,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,RETRY,6.0,0.8273518494103316,0,1,MEDIUM,1
TXN_0000128,MEDIUM_RELIABILITY,0.69,5385.23,4455.48,UPI,4,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,PAYMENT_LINK,1.0,0.8273518494103316,0,1,MEDIUM,1
TXN_0000128,MEDIUM_RELIABILITY,0.69,5385.23,4455.48,UPI,4,TEMPORARY_BANK_ERROR,0,WAIT,WAIT,12.0,0.8273518494103316,0,1,MEDIUM,1
TXN_0000135,MEDIUM_RELIABILITY,0.78,941.28,766.35,WALLET,16,USER_ABANDONMENT,2,RETRY_30_MIN,RETRY,0.5,0.8141573176950536,0,0,MEDIUM,0
TXN_0000135,MEDIUM_RELIABILITY,0.78,941.28,766.35,WALLET,16,USER_ABANDONMENT,2,RETRY_6_HOURS,RETRY,6.0,0.8141573176950536,0,0,MEDIUM,0
TXN_0000135,MEDIUM_RELIABILITY,0.78,941.28,766.35,WALLET,16,USER_ABANDONMENT,2,PAYMENT_LINK,PAYMENT_LINK,1.0,0.8141573176950536,0,0,MEDIUM,1
TXN_0000135,MEDIUM_RELIABILITY,0.78,941.28,766.35,WALLET,16,USER_ABANDONMENT,2,WAIT,WAIT,12.0,0.8141573176950536,0,0,MEDIUM,0
TXN_0000137,MEDIUM_RELIABILITY,0.78,941.28,1047.94,NET_BANKING,7,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,RETRY,0.5,1.1133137854835968,0,0,MEDIUM,1
TXN_0000137,MEDIUM_RELIABILITY,0.78,941.28,1047.94,NET_BANKING,7,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,RETRY,6.0,1.1133137854835968,0,0,MEDIUM,1
TXN_0000137,MEDIUM_RELIABILITY,0.78,941.28,1047.94,NET_BANKING,7,TEMPORARY_BANK_ERROR,0,PAYMENT_LINK,PAYMENT_LINK,1.0,1.1133137854835968,0,0,MEDIUM,0
TXN_0000137,MEDIUM_RELIABILITY,0.78,941.28,1047.94,NET_BANKING,7,TEMPORARY_BANK_ERROR,0,WAIT,WAIT,12.0,1.1133137854835968,0,0,MEDIUM,1
TXN_0000140,MEDIUM_RELIABILITY,0.78,941.28,762.47,CARD,0,INSUFFICIENT_FUNDS,0,RETRY_30_MIN,RETRY,0.5,0.8100352711201768,0,1,MEDIUM,1
TXN_0000140,MEDIUM_RELIABILITY,0.78,941.28,762.47,CARD,0,INSUFFICIENT_FUNDS,0,RETRY_6_HOURS,RETRY,6.0,0.8100352711201768,0,1,MEDIUM,1
TXN_0000140,MEDIUM_RELIABILITY,0.78,941.28,762.47,CARD,0,INSUFFICIENT_FUNDS,0,PAYMENT_LINK,PAYMENT_LINK,1.0,0.8100352711201768,0,1,MEDIUM,1
TXN_0000140,MEDIUM_RELIABILITY,0.78,941.28,762.47,CARD,0,INSUFFICIENT_FUNDS,0,WAIT,WAIT,12.0,0.8100352711201768,0,1,MEDIUM,0
TXN_0000143,MEDIUM_RELIABILITY,0.78,941.28,988.86,CARD,5,TEMPORARY_BANK_ERROR,0,RETRY_30_MIN,RETRY,0.5,1.050548189699133,0,1,MEDIUM,1
TXN_0000143,MEDIUM_RELIABILITY,0.78,941.28,988.86,CARD,5,TEMPORARY_BANK_ERROR,0,RETRY_6_HOURS,RETRY,6.0,1.050548189699133,0,1,MEDIUM,1
