transaction_id,customer_id,customer_segment,historical_success_rate,average_transaction_amount,amount,payment_method,transaction_hour,status,failure_reason,retry_count
TXN_0000100,CUST_00010,MEDIUM_RELIABILITY,0.75,3266.68,3692.39,UPI,2,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000101,CUST_00010,MEDIUM_RELIABILITY,0.75,3266.68,3520.68,CARD,1,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000102,CUST_00010,MEDIUM_RELIABILITY,0.75,3266.68,2805.21,CARD,1,FAILED,TECHNICAL_ERROR,0
TXN_0000112,CUST_00011,MEDIUM_RELIABILITY,0.78,1825.19,1381.43,UPI,12,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000113,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,6045.48,UPI,22,FAILED,NETWORK_TIMEOUT,0
TXN_0000115,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,2389.37,UPI,7,FAILED,NETWORK_TIMEOUT,0
TXN_0000116,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,3176.75,UPI,11,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000118,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,4850.94,UPI,2,FAILED,USER_ABANDONMENT,1
TXN_0000119,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,3600.02,CARD,15,FAILED,TECHNICAL_ERROR,0
TXN_0000122,CUST_00013,LOW_RELIABILITY,0.48,5539.2,3495.43,CARD,22,FAILED,TECHNICAL_ERROR,0
TXN_0000123,CUST_00013,LOW_RELIABILITY,0.48,5539.2,9118.36,NET_BANKING,12,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000124,CUST_00013,LOW_RELIABILITY,0.48,5539.2,4825.04,UPI,15,FAILED,USER_ABANDONMENT,1
TXN_0000126,CUST_00013,LOW_RELIABILITY,0.48,5539.2,8909.95,UPI,13,FAILED,USER_ABANDONMENT,1
TXN_0000128,CUST_00014,MEDIUM_RELIABILITY,0.69,5385.23,4455.48,UPI,4,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000135,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,766.35,WALLET,16,FAILED,USER_ABANDONMENT,2
TXN_0000137,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,1047.94,NET_BANKING,7,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000140,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,762.47,CARD,0,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000143,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,988.86,CARD,5,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000154,CUST_00017,LOW_RELIABILITY,0.37,6652.42,6010.44,WALLET,7,FAILED,USER_ABANDONMENT,2
TXN_0000157,CUST_00017,LOW_RELIABILITY,0.37,6652.42,6299.49,CARD,1,FAILED,USER_ABANDONMENT,0
TXN_0000160,CUST_00017,LOW_RELIABILITY,0.37,6652.42,6332.09,UPI,18,FAILED,USER_ABANDONMENT,0
TXN_0000161,CUST_00017,LOW_RELIABILITY,0.37,6652.42,871.02,NET_BANKING,10,FAILED,AUTHENTICATION_FAILURE,1
TXN_0000162,CUST_00017,LOW_RELIABILITY,0.37,6652.42,8907.38,CARD,2,FAILED,TECHNICAL_ERROR,0
TXN_0000163,CUST_00017,LOW_RELIABILITY,0.37,6652.42,5227.93,UPI,2,FAILED,USER_ABANDONMENT,3
TXN_0000175,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,1859.87,UPI,0,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000176,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,3132.61,NET_BANKING,12,FAILED,NETWORK_TIMEOUT,1
TXN_0000189,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,4485.86,CARD,22,FAILED,NETWORK_TIMEOUT,3
TXN_0000194,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,5127.81,UPI,17,FAILED,USER_ABANDONMENT,0
TXN_0000195,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,6507.59,CARD,22,FAILED,AUTHENTICATION_FAILURE,1
TXN_0000203,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,6268.34,CARD,2,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000204,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,8063.69,UPI,19,FAILED,TECHNICAL_ERROR,1
TXN_0000206,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,7187.75,UPI,0,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000211,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,5361.21,UPI,2,FAILED,TECHNICAL_ERROR,0
TXN_0000228,CUST_00024,LOW_RELIABILITY,0.44,3736.46,2701.58,CARD,20,FAILED,NETWORK_TIMEOUT,0
TXN_0000232,CUST_00024,LOW_RELIABILITY,0.44,3736.46,4872.43,CARD,10,FAILED,NETWORK_TIMEOUT,0
TXN_0000233,CUST_00024,LOW_RELIABILITY,0.44,3736.46,3859.67,CARD,16,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000236,CUST_00024,LOW_RELIABILITY,0.44,3736.46,2612.3,UPI,5,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000238,CUST_00024,LOW_RELIABILITY,0.44,3736.46,5739.88,WALLET,15,FAILED,USER_ABANDONMENT,3
TXN_0000240,CUST_00025,LOW_RELIABILITY,0.51,1457.01,1524.05,UPI,14,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000241,CUST_00025,LOW_RELIABILITY,0.51,1457.01,1363.68,NET_BANKING,9,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000246,CUST_00025,LOW_RELIABILITY,0.51,1457.01,993.08,NET_BANKING,23,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000248,CUST_00025,LOW_RELIABILITY,0.51,1457.01,1469.43,UPI,1,FAILED,NETWORK_TIMEOUT,1
TXN_0000257,CUST_00026,MEDIUM_RELIABILITY,0.86,7863.76,2890.12,CARD,3,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000261,CUST_00026,MEDIUM_RELIABILITY,0.86,7863.76,12935.01,CARD,15,FAILED,INSUFFICIENT_FUNDS,1
TXN_0000265,CUST_00027,HIGH_RELIABILITY,0.98,13527.58,1884.04,CARD,18,FAILED,AUTHENTICATION_FAILURE,1
TXN_0000274,CUST_00028,HIGH_RELIABILITY,0.95,13906.24,16364.53,UPI,14,FAILED,TECHNICAL_ERROR,0
TXN_0000281,CUST_00029,LOW_RELIABILITY,0.38,1532.68,2117.02,UPI,15,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000284,CUST_00029,LOW_RELIABILITY,0.38,1532.68,1754.31,CARD,7,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000285,CUST_00029,LOW_RELIABILITY,0.38,1532.68,831.49,UPI,9,FAILED,USER_ABANDONMENT,1
TXN_0000286,CUST_00029,LOW_RELIABILITY,0.38,1532.68,1599.23,UPI,21,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000290,CUST_00030,LOW_RELIABILITY,0.36,2412.25,596.45,UPI,3,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000291,CUST_00030,LOW_RELIABILITY,0.36,2412.25,1882.79,UPI,13,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000295,CUST_00030,LOW_RELIABILITY,0.36,2412.25,3633.53,UPI,19,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000296,CUST_00030,LOW_RELIABILITY,0.36,2412.25,1576.48,UPI,7,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000299,CUST_00030,LOW_RELIABILITY,0.36,2412.25,1788.71,UPI,18,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000300,CUST_00030,LOW_RELIABILITY,0.36,2412.25,4125.25,CARD,2,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000310,CUST_00031,HIGH_RELIABILITY,0.92,4798.89,6355.28,WALLET,7,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000311,CUST_00031,HIGH_RELIABILITY,0.92,4798.89,6322.04,CARD,19,FAILED,AUTHENTICATION_FAILURE,1
TXN_0000314,CUST_00032,LOW_RELIABILITY,0.59,2625.92,879.69,NET_BANKING,23,FAILED,NETWORK_TIMEOUT,1
TXN_0000316,CUST_00032,LOW_RELIABILITY,0.59,2625.92,3809.38,NET_BANKING,0,FAILED,NETWORK_TIMEOUT,0
TXN_0000318,CUST_00033,MEDIUM_RELIABILITY,0.71,5655.61,4726.25,CARD,11,FAILED,USER_ABANDONMENT,0
TXN_0000320,CUST_00033,MEDIUM_RELIABILITY,0.71,5655.61,5169.41,CARD,3,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000321,CUST_00033,MEDIUM_RELIABILITY,0.71,5655.61,4958.76,NET_BANKING,7,FAILED,NETWORK_TIMEOUT,2
TXN_0000327,CUST_00033,MEDIUM_RELIABILITY,0.71,5655.61,1847.26,WALLET,5,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000330,CUST_00034,MEDIUM_RELIABILITY,0.68,8120.87,13368.85,CARD,11,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000333,CUST_00034,MEDIUM_RELIABILITY,0.68,8120.87,8035.09,CARD,7,FAILED,TECHNICAL_ERROR,0
TXN_0000335,CUST_00034,MEDIUM_RELIABILITY,0.68,8120.87,5491.0,NET_BANKING,10,FAILED,AUTHENTICATION_FAILURE,1
TXN_0000336,CUST_00034,MEDIUM_RELIABILITY,0.68,8120.87,9498.37,CARD,3,FAILED,TECHNICAL_ERROR,0
TXN_0000340,CUST_00034,MEDIUM_RELIABILITY,0.68,8120.87,8141.73,CARD,23,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000344,CUST_00035,LOW_RELIABILITY,0.37,6910.83,5888.0,UPI,23,FAILED,NETWORK_TIMEOUT,0
TXN_0000346,CUST_00035,LOW_RELIABILITY,0.37,6910.83,11330.02,CARD,4,FAILED,NETWORK_TIMEOUT,0
TXN_0000348,CUST_00035,LOW_RELIABILITY,0.37,6910.83,6094.02,UPI,9,FAILED,USER_ABANDONMENT,0
TXN_0000350,CUST_00035,LOW_RELIABILITY,0.37,6910.83,5988.04,CARD,1,FAILED,USER_ABANDONMENT,0
TXN_0000359,CUST_00037,HIGH_RELIABILITY,0.88,12416.46,21021.14,WALLET,2,FAILED,TEMPORARY_BANK_ERROR,2
TXN_0000360,CUST_00037,HIGH_RELIABILITY,0.88,12416.46,23498.4,UPI,4,FAILED,USER_ABANDONMENT,1
TXN_0000361,CUST_00037,HIGH_RELIABILITY,0.88,12416.46,15585.39,UPI,14,FAILED,TECHNICAL_ERROR,0
TXN_0000362,CUST_00037,HIGH_RELIABILITY,0.88,12416.46,14903.95,CARD,15,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000364,CUST_00037,HIGH_RELIABILITY,0.88,12416.46,9721.22,UPI,4,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000377,CUST_00038,HIGH_RELIABILITY,0.96,11206.1,16141.09,CARD,23,FAILED,TECHNICAL_ERROR,0
TXN_0000384,CUST_00039,MEDIUM_RELIABILITY,0.82,1203.42,479.94,UPI,1,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000387,CUST_00039,MEDIUM_RELIABILITY,0.82,1203.42,1726.08,UPI,10,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000391,CUST_00039,MEDIUM_RELIABILITY,0.82,1203.42,1332.97,UPI,10,FAILED,TEMPORARY_BANK_ERROR,2
TXN_0000396,CUST_00040,MEDIUM_RELIABILITY,0.73,1600.76,1582.02,CARD,4,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000397,CUST_00040,MEDIUM_RELIABILITY,0.73,1600.76,2321.77,CARD,18,FAILED,INSUFFICIENT_FUNDS,2
TXN_0000399,CUST_00040,MEDIUM_RELIABILITY,0.73,1600.76,465.48,UPI,15,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000409,CUST_00041,MEDIUM_RELIABILITY,0.84,6421.33,6280.33,UPI,14,FAILED,USER_ABANDONMENT,0
TXN_0000410,CUST_00041,MEDIUM_RELIABILITY,0.84,6421.33,7154.78,UPI,3,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000415,CUST_00041,MEDIUM_RELIABILITY,0.84,6421.33,5914.46,NET_BANKING,5,FAILED,NETWORK_TIMEOUT,3
TXN_0000418,CUST_00041,MEDIUM_RELIABILITY,0.84,6421.33,9333.45,UPI,3,FAILED,INSUFFICIENT_FUNDS,1
TXN_0000419,CUST_00041,MEDIUM_RELIABILITY,0.84,6421.33,7945.9,UPI,11,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000439,CUST_00043,LOW_RELIABILITY,0.44,2411.25,3183.24,UPI,13,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000442,CUST_00043,LOW_RELIABILITY,0.44,2411.25,3094.41,UPI,12,FAILED,INSUFFICIENT_FUNDS,2
TXN_0000445,CUST_00043,LOW_RELIABILITY,0.44,2411.25,2385.67,UPI,4,FAILED,INSUFFICIENT_FUNDS,1
TXN_0000454,CUST_00045,LOW_RELIABILITY,0.61,3411.06,3702.08,UPI,9,FAILED,USER_ABANDONMENT,2
TXN_0000455,CUST_00045,LOW_RELIABILITY,0.61,3411.06,3412.7,CARD,7,FAILED,TECHNICAL_ERROR,0
TXN_0000457,CUST_00045,LOW_RELIABILITY,0.61,3411.06,4310.55,CARD,2,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000459,CUST_00046,LOW_RELIABILITY,0.38,5050.06,1802.75,CARD,5,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000462,CUST_00046,LOW_RELIABILITY,0.38,5050.06,3151.43,UPI,1,FAILED,NETWORK_TIMEOUT,2
TXN_0000463,CUST_00046,LOW_RELIABILITY,0.38,5050.06,6725.62,CARD,8,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000464,CUST_00046,LOW_RELIABILITY,0.38,5050.06,4658.53,WALLET,21,FAILED,NETWORK_TIMEOUT,0
TXN_0000465,CUST_00046,LOW_RELIABILITY,0.38,5050.06,4515.73,UPI,15,FAILED,NETWORK_TIMEOUT,0
TXN_0000467,CUST_00046,LOW_RELIABILITY,0.38,5050.06,6333.62,UPI,0,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000470,CUST_00047,HIGH_RELIABILITY,0.96,8857.88,9840.67,UPI,21,FAILED,TECHNICAL_ERROR,1
TXN_0000496,CUST_00049,MEDIUM_RELIABILITY,0.77,4561.64,4544.67,NET_BANKING,20,FAILED,NETWORK_TIMEOUT,1
TXN_0000507,CUST_00050,HIGH_RELIABILITY,0.88,2510.48,2774.14,UPI,1,FAILED,NETWORK_TIMEOUT,1
TXN_0000509,CUST_00050,HIGH_RELIABILITY,0.88,2510.48,3364.94,NET_BANKING,2,FAILED,NETWORK_TIMEOUT,0
TXN_0000510,CUST_00051,MEDIUM_RELIABILITY,0.66,6545.9,6186.21,WALLET,12,FAILED,INSUFFICIENT_FUNDS,1
TXN_0000513,CUST_00051,MEDIUM_RELIABILITY,0.66,6545.9,7240.71,CARD,7,FAILED,USER_ABANDONMENT,0
TXN_0000515,CUST_00051,MEDIUM_RELIABILITY,0.66,6545.9,160.2,UPI,1,FAILED,NETWORK_TIMEOUT,1
TXN_0000517,CUST_00051,MEDIUM_RELIABILITY,0.66,6545.9,10271.17,CARD,4,FAILED,TECHNICAL_ERROR,0
TXN_0000518,CUST_00051,MEDIUM_RELIABILITY,0.66,6545.9,8971.07,UPI,12,FAILED,TEMPORARY_BANK_ERROR,3
TXN_0000521,CUST_00052,MEDIUM_RELIABILITY,0.72,5331.42,5520.49,UPI,20,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000522,CUST_00052,MEDIUM_RELIABILITY,0.72,5331.42,5752.21,WALLET,21,FAILED,USER_ABANDONMENT,0
TXN_0000529,CUST_00053,LOW_RELIABILITY,0.61,1895.19,1895.59,CARD,9,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000534,CUST_00053,LOW_RELIABILITY,0.61,1895.19,969.8,UPI,0,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000538,CUST_00054,MEDIUM_RELIABILITY,0.74,7677.74,12138.41,CARD,9,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000541,CUST_00054,MEDIUM_RELIABILITY,0.74,7677.74,9588.6,UPI,1,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000543,CUST_00054,MEDIUM_RELIABILITY,0.74,7677.74,10868.95,UPI,23,FAILED,USER_ABANDONMENT,0
TXN_0000546,CUST_00054,MEDIUM_RELIABILITY,0.74,7677.74,4385.96,CARD,5,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000547,CUST_00054,MEDIUM_RELIABILITY,0.74,7677.74,2906.0,WALLET,5,FAILED,TECHNICAL_ERROR,0
TXN_0000548,CUST_00054,MEDIUM_RELIABILITY,0.74,7677.74,10189.56,CARD,14,FAILED,NETWORK_TIMEOUT,0
TXN_0000550,CUST_00055,MEDIUM_RELIABILITY,0.7,1231.31,787.03,UPI,15,FAILED,NETWORK_TIMEOUT,0
TXN_0000551,CUST_00055,MEDIUM_RELIABILITY,0.7,1231.31,802.98,UPI,10,FAILED,USER_ABANDONMENT,0
TXN_0000555,CUST_00056,MEDIUM_RELIABILITY,0.71,2031.6,1299.72,UPI,23,FAILED,NETWORK_TIMEOUT,1
TXN_0000562,CUST_00056,MEDIUM_RELIABILITY,0.71,2031.6,1217.18,UPI,7,FAILED,NETWORK_TIMEOUT,0
TXN_0000582,CUST_00058,MEDIUM_RELIABILITY,0.79,8778.88,10857.07,NET_BANKING,18,FAILED,USER_ABANDONMENT,0
TXN_0000583,CUST_00058,MEDIUM_RELIABILITY,0.79,8778.88,7535.65,CARD,16,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000604,CUST_00060,MEDIUM_RELIABILITY,0.85,5623.75,4237.25,UPI,4,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000607,CUST_00061,MEDIUM_RELIABILITY,0.83,9012.87,13633.39,UPI,17,FAILED,USER_ABANDONMENT,0
TXN_0000620,CUST_00062,LOW_RELIABILITY,0.44,948.35,919.54,UPI,1,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000621,CUST_00062,LOW_RELIABILITY,0.44,948.35,827.02,CARD,8,FAILED,INSUFFICIENT_FUNDS,2
TXN_0000632,CUST_00063,MEDIUM_RELIABILITY,0.7,4557.52,7060.23,NET_BANKING,20,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000638,CUST_00064,MEDIUM_RELIABILITY,0.83,8676.94,10719.68,CARD,15,FAILED,USER_ABANDONMENT,0
TXN_0000639,CUST_00064,MEDIUM_RELIABILITY,0.83,8676.94,3130.21,CARD,3,FAILED,TECHNICAL_ERROR,0
TXN_0000646,CUST_00064,MEDIUM_RELIABILITY,0.83,8676.94,8743.4,UPI,2,FAILED,USER_ABANDONMENT,0
TXN_0000652,CUST_00065,MEDIUM_RELIABILITY,0.65,5352.1,2583.41,CARD,2,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000653,CUST_00065,MEDIUM_RELIABILITY,0.65,5352.1,3304.52,CARD,19,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000654,CUST_00065,MEDIUM_RELIABILITY,0.65,5352.1,6363.45,UPI,21,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000655,CUST_00065,MEDIUM_RELIABILITY,0.65,5352.1,8529.35,CARD,17,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000658,CUST_00065,MEDIUM_RELIABILITY,0.65,5352.1,5350.58,CARD,3,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000659,CUST_00065,MEDIUM_RELIABILITY,0.65,5352.1,2675.18,CARD,2,FAILED,AUTHENTICATION_FAILURE,2
TXN_0000670,CUST_00067,MEDIUM_RELIABILITY,0.68,3707.34,2747.08,UPI,21,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000672,CUST_00067,MEDIUM_RELIABILITY,0.68,3707.34,3438.6,UPI,10,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000673,CUST_00067,MEDIUM_RELIABILITY,0.68,3707.34,2744.36,UPI,11,FAILED,AUTHENTICATION_FAILURE,2
TXN_0000675,CUST_00067,MEDIUM_RELIABILITY,0.68,3707.34,5812.52,CARD,3,FAILED,INSUFFICIENT_FUNDS,1
TXN_0000679,CUST_00067,MEDIUM_RELIABILITY,0.68,3707.34,2692.08,NET_BANKING,20,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000690,CUST_00069,LOW_RELIABILITY,0.5,4980.53,6144.8,UPI,15,FAILED,NETWORK_TIMEOUT,0
TXN_0000696,CUST_00070,LOW_RELIABILITY,0.46,6808.12,3185.35,CARD,18,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000697,CUST_00070,LOW_RELIABILITY,0.46,6808.12,6293.1,CARD,2,FAILED,NETWORK_TIMEOUT,2
TXN_0000700,CUST_00070,LOW_RELIABILITY,0.46,6808.12,10923.37,UPI,4,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000701,CUST_00070,LOW_RELIABILITY,0.46,6808.12,2856.21,UPI,4,FAILED,NETWORK_TIMEOUT,1
TXN_0000702,CUST_00070,LOW_RELIABILITY,0.46,6808.12,6775.2,UPI,7,FAILED,NETWORK_TIMEOUT,0
TXN_0000703,CUST_00070,LOW_RELIABILITY,0.46,6808.12,3397.54,CARD,15,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000704,CUST_00070,LOW_RELIABILITY,0.46,6808.12,7798.38,UPI,1,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000718,CUST_00072,LOW_RELIABILITY,0.49,2245.97,2172.73,CARD,5,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000720,CUST_00072,LOW_RELIABILITY,0.49,2245.97,1808.25,UPI,21,FAILED,INSUFFICIENT_FUNDS,1
TXN_0000723,CUST_00072,LOW_RELIABILITY,0.49,2245.97,1269.2,CARD,13,FAILED,USER_ABANDONMENT,1
TXN_0000725,CUST_00073,LOW_RELIABILITY,0.43,450.83,573.34,UPI,4,FAILED,USER_ABANDONMENT,2
TXN_0000727,CUST_00073,LOW_RELIABILITY,0.43,450.83,570.99,UPI,6,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000728,CUST_00073,LOW_RELIABILITY,0.43,450.83,534.25,CARD,16,FAILED,AUTHENTICATION_FAILURE,1
TXN_0000729,CUST_00073,LOW_RELIABILITY,0.43,450.83,139.61,UPI,11,FAILED,NETWORK_TIMEOUT,0
TXN_0000730,CUST_00073,LOW_RELIABILITY,0.43,450.83,328.64,UPI,17,FAILED,NETWORK_TIMEOUT,0
TXN_0000731,CUST_00073,LOW_RELIABILITY,0.43,450.83,666.17,CARD,6,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000732,CUST_00073,LOW_RELIABILITY,0.43,450.83,273.89,UPI,17,FAILED,TECHNICAL_ERROR,0
TXN_0000734,CUST_00073,LOW_RELIABILITY,0.43,450.83,534.15,NET_BANKING,21,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000735,CUST_00073,LOW_RELIABILITY,0.43,450.83,592.1,WALLET,3,FAILED,NETWORK_TIMEOUT,0
TXN_0000739,CUST_00074,MEDIUM_RELIABILITY,0.78,5275.45,8944.84,WALLET,13,FAILED,NETWORK_TIMEOUT,0
TXN_0000742,CUST_00074,MEDIUM_RELIABILITY,0.78,5275.45,3569.86,UPI,19,FAILED,USER_ABANDONMENT,0
TXN_0000743,CUST_00074,MEDIUM_RELIABILITY,0.78,5275.45,3523.06,CARD,0,FAILED,AUTHENTICATION_FAILURE,1
TXN_0000745,CUST_00074,MEDIUM_RELIABILITY,0.78,5275.45,6158.35,CARD,22,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000755,CUST_00075,MEDIUM_RELIABILITY,0.66,3147.14,3910.92,CARD,16,FAILED,TECHNICAL_ERROR,1
TXN_0000766,CUST_00076,MEDIUM_RELIABILITY,0.85,2775.84,2090.48,CARD,10,FAILED,TECHNICAL_ERROR,0
TXN_0000772,CUST_00076,MEDIUM_RELIABILITY,0.85,2775.84,4635.09,UPI,3,FAILED,TEMPORARY_BANK_ERROR,3
TXN_0000777,CUST_00077,LOW_RELIABILITY,0.39,3528.28,4509.9,UPI,16,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000778,CUST_00077,LOW_RELIABILITY,0.39,3528.28,4726.63,UPI,13,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000781,CUST_00077,LOW_RELIABILITY,0.39,3528.28,1386.09,CARD,22,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000783,CUST_00077,LOW_RELIABILITY,0.39,3528.28,4784.89,UPI,17,FAILED,NETWORK_TIMEOUT,3
