transaction_id,customer_id,customer_segment,historical_success_rate,average_transaction_amount,amount,payment_method,transaction_hour,status,failure_reason,retry_count
TXN_0000018,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,4877.91,CARD,19,SUCCESS,,0
TXN_0000019,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,8152.99,WALLET,18,SUCCESS,,0
TXN_0000020,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,3083.01,CARD,18,SUCCESS,,0
TXN_0000021,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,6913.79,CARD,23,SUCCESS,,0
TXN_0000022,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,2829.85,NET_BANKING,4,SUCCESS,,0
TXN_0000023,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,7341.63,UPI,18,SUCCESS,,0
TXN_0000024,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,6099.05,UPI,0,SUCCESS,,0
TXN_0000025,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,2189.96,UPI,13,SUCCESS,,0
TXN_0000026,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,9069.88,UPI,19,SUCCESS,,0
TXN_0000027,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,4369.22,NET_BANKING,23,SUCCESS,,0
TXN_0000028,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,4181.96,CARD,16,FAILED,NETWORK_TIMEOUT,1
TXN_0000029,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,6683.65,CARD,10,SUCCESS,,0
TXN_0000030,CUST_00002,MEDIUM_RELIABILITY,0.81,6187.26,9030.03,CARD,17,SUCCESS,,0
TXN_0000031,CUST_00003,HIGH_RELIABILITY,0.9,3183.92,1890.2,CARD,23,SUCCESS,,0
TXN_0000032,CUST_00003,HIGH_RELIABILITY,0.9,3183.92,3262.47,NET_BANKING,8,SUCCESS,,0
TXN_0000033,CUST_00003,HIGH_RELIABILITY,0.9,3183.92,3730.05,UPI,7,SUCCESS,,0
TXN_0000034,CUST_00003,HIGH_RELIABILITY,0.9,3183.92,4066.64,UPI,9,SUCCESS,,0
TXN_0000035,CUST_00003,HIGH_RELIABILITY,0.9,3183.92,3408.63,CARD,22,SUCCESS,,0
TXN_0000036,CUST_00003,HIGH_RELIABILITY,0.9,3183.92,2716.49,UPI,11,SUCCESS,,0
TXN_0000037,CUST_00003,HIGH_RELIABILITY,0.9,3183.92,2129.93,WALLET,23,SUCCESS,,0
TXN_0000038,CUST_00003,HIGH_RELIABILITY,0.9,3183.92,3293.63,UPI,21,SUCCESS,,0
TXN_0000039,CUST_00003,HIGH_RELIABILITY,0.9,3183.92,1818.48,NET_BANKING,12,SUCCESS,,0
TXN_0000040,CUST_00003,HIGH_RELIABILITY,0.9,3183.92,100.0,WALLET,4,SUCCESS,,0
TXN_0000041,CUST_00004,HIGH_RELIABILITY,0.89,13126.47,15418.67,WALLET,2,SUCCESS,,0
TXN_0000042,CUST_00004,HIGH_RELIABILITY,0.89,13126.47,17872.66,UPI,8,SUCCESS,,0
TXN_0000043,CUST_00004,HIGH_RELIABILITY,0.89,13126.47,719.69,UPI,17,SUCCESS,,0
TXN_0000044,CUST_00004,HIGH_RELIABILITY,0.89,13126.47,7824.79,CARD,8,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000045,CUST_00004,HIGH_RELIABILITY,0.89,13126.47,16377.39,UPI,21,SUCCESS,,0
TXN_0000046,CUST_00004,HIGH_RELIABILITY,0.89,13126.47,23929.53,UPI,7,FAILED,NETWORK_TIMEOUT,1
TXN_0000047,CUST_00004,HIGH_RELIABILITY,0.89,13126.47,13235.65,UPI,4,FAILED,INSUFFICIENT_FUNDS,2
TXN_0000048,CUST_00004,HIGH_RELIABILITY,0.89,13126.47,9304.03,UPI,15,SUCCESS,,0
TXN_0000049,CUST_00004,HIGH_RELIABILITY,0.89,13126.47,12166.16,UPI,9,SUCCESS,,0
TXN_0000050,CUST_00005,LOW_RELIABILITY,0.52,5014.89,7772.83,UPI,2,SUCCESS,,0
TXN_0000051,CUST_00005,LOW_RELIABILITY,0.52,5014.89,3719.11,UPI,23,SUCCESS,,0
TXN_0000052,CUST_00005,LOW_RELIABILITY,0.52,5014.89,3411.75,WALLET,5,FAILED,USER_ABANDONMENT,2
TXN_0000053,CUST_00005,LOW_RELIABILITY,0.52,5014.89,4046.53,UPI,12,SUCCESS,,0
TXN_0000054,CUST_00005,LOW_RELIABILITY,0.52,5014.89,3102.55,UPI,23,SUCCESS,,0
TXN_0000055,CUST_00005,LOW_RELIABILITY,0.52,5014.89,5260.96,WALLET,1,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000056,CUST_00005,LOW_RELIABILITY,0.52,5014.89,8273.92,WALLET,9,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000057,CUST_00005,LOW_RELIABILITY,0.52,5014.89,5662.97,NET_BANKING,4,SUCCESS,,0
TXN_0000058,CUST_00005,LOW_RELIABILITY,0.52,5014.89,4508.68,CARD,6,SUCCESS,,0
TXN_0000059,CUST_00005,LOW_RELIABILITY,0.52,5014.89,4429.53,UPI,23,FAILED,NETWORK_TIMEOUT,0
TXN_0000060,CUST_00005,LOW_RELIABILITY,0.52,5014.89,1879.2,CARD,9,SUCCESS,,0
TXN_0000061,CUST_00005,LOW_RELIABILITY,0.52,5014.89,6786.37,NET_BANKING,5,SUCCESS,,0
TXN_0000062,CUST_00005,LOW_RELIABILITY,0.52,5014.89,4858.75,CARD,12,SUCCESS,,0
TXN_0000063,CUST_00005,LOW_RELIABILITY,0.52,5014.89,4652.86,CARD,2,FAILED,TEMPORARY_BANK_ERROR,3
TXN_0000064,CUST_00005,LOW_RELIABILITY,0.52,5014.89,11420.12,CARD,7,FAILED,NETWORK_TIMEOUT,0
TXN_0000065,CUST_00006,MEDIUM_RELIABILITY,0.65,9714.14,10874.99,WALLET,9,SUCCESS,,0
TXN_0000066,CUST_00006,MEDIUM_RELIABILITY,0.65,9714.14,6792.94,CARD,8,SUCCESS,,0
TXN_0000067,CUST_00006,MEDIUM_RELIABILITY,0.65,9714.14,8057.46,CARD,1,SUCCESS,,0
TXN_0000068,CUST_00006,MEDIUM_RELIABILITY,0.65,9714.14,14176.6,CARD,5,SUCCESS,,0
TXN_0000069,CUST_00006,MEDIUM_RELIABILITY,0.65,9714.14,10154.27,CARD,22,SUCCESS,,0
TXN_0000070,CUST_00006,MEDIUM_RELIABILITY,0.65,9714.14,4125.49,CARD,20,SUCCESS,,0
TXN_0000071,CUST_00006,MEDIUM_RELIABILITY,0.65,9714.14,13285.95,UPI,19,FAILED,TECHNICAL_ERROR,0
TXN_0000072,CUST_00006,MEDIUM_RELIABILITY,0.65,9714.14,7117.96,CARD,19,FAILED,AUTHENTICATION_FAILURE,2
TXN_0000073,CUST_00006,MEDIUM_RELIABILITY,0.65,9714.14,16993.13,NET_BANKING,21,SUCCESS,,0
TXN_0000074,CUST_00007,HIGH_RELIABILITY,0.97,3972.75,5689.05,CARD,19,SUCCESS,,0
TXN_0000075,CUST_00007,HIGH_RELIABILITY,0.97,3972.75,3261.91,UPI,14,SUCCESS,,0
TXN_0000076,CUST_00007,HIGH_RELIABILITY,0.97,3972.75,6008.41,UPI,18,SUCCESS,,0
TXN_0000077,CUST_00007,HIGH_RELIABILITY,0.97,3972.75,4080.58,NET_BANKING,16,SUCCESS,,0
TXN_0000078,CUST_00007,HIGH_RELIABILITY,0.97,3972.75,5327.89,CARD,5,SUCCESS,,0
TXN_0000079,CUST_00007,HIGH_RELIABILITY,0.97,3972.75,4743.04,CARD,3,SUCCESS,,0
TXN_0000080,CUST_00007,HIGH_RELIABILITY,0.97,3972.75,2627.8,CARD,15,SUCCESS,,0
TXN_0000081,CUST_00007,HIGH_RELIABILITY,0.97,3972.75,2950.08,CARD,1,SUCCESS,,0
TXN_0000082,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,5037.48,UPI,18,FAILED,NETWORK_TIMEOUT,1
TXN_0000083,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,3089.91,CARD,12,SUCCESS,,0
TXN_0000084,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,2991.63,UPI,6,SUCCESS,,0
TXN_0000085,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,2204.64,UPI,11,SUCCESS,,0
TXN_0000086,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,4172.16,CARD,1,SUCCESS,,0
TXN_0000087,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,6511.02,UPI,15,FAILED,NETWORK_TIMEOUT,1
TXN_0000088,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,2044.22,NET_BANKING,23,SUCCESS,,0
TXN_0000089,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,3602.22,UPI,12,SUCCESS,,0
TXN_0000090,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,5582.99,WALLET,12,SUCCESS,,0
TXN_0000091,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,3454.01,CARD,21,SUCCESS,,0
TXN_0000092,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,4213.22,UPI,11,SUCCESS,,0
TXN_0000093,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,2051.56,WALLET,12,SUCCESS,,0
TXN_0000094,CUST_00008,HIGH_RELIABILITY,0.9,3567.66,4178.88,CARD,7,SUCCESS,,0
TXN_0000095,CUST_00009,HIGH_RELIABILITY,0.91,8346.59,7721.78,WALLET,14,SUCCESS,,0
TXN_0000096,CUST_00009,HIGH_RELIABILITY,0.91,8346.59,11637.58,CARD,17,SUCCESS,,0
TXN_0000097,CUST_00009,HIGH_RELIABILITY,0.91,8346.59,12310.84,UPI,14,SUCCESS,,0
TXN_0000098,CUST_00009,HIGH_RELIABILITY,0.91,8346.59,16992.2,UPI,23,SUCCESS,,0
TXN_0000099,CUST_00009,HIGH_RELIABILITY,0.91,8346.59,10281.77,UPI,21,SUCCESS,,0
TXN_0000100,CUST_00010,MEDIUM_RELIABILITY,0.75,3266.68,3692.39,UPI,2,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000101,CUST_00010,MEDIUM_RELIABILITY,0.75,3266.68,3520.68,CARD,1,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000102,CUST_00010,MEDIUM_RELIABILITY,0.75,3266.68,2805.21,CARD,1,FAILED,TECHNICAL_ERROR,0
TXN_0000103,CUST_00010,MEDIUM_RELIABILITY,0.75,3266.68,3708.97,WALLET,18,SUCCESS,,0
TXN_0000104,CUST_00010,MEDIUM_RELIABILITY,0.75,3266.68,2880.69,CARD,21,SUCCESS,,0
TXN_0000105,CUST_00011,MEDIUM_RELIABILITY,0.78,1825.19,1948.18,UPI,4,SUCCESS,,0
TXN_0000106,CUST_00011,MEDIUM_RELIABILITY,0.78,1825.19,2787.14,CARD,13,SUCCESS,,0
TXN_0000107,CUST_00011,MEDIUM_RELIABILITY,0.78,1825.19,1090.34,UPI,18,SUCCESS,,0
TXN_0000108,CUST_00011,MEDIUM_RELIABILITY,0.78,1825.19,2657.39,WALLET,20,SUCCESS,,0
TXN_0000109,CUST_00011,MEDIUM_RELIABILITY,0.78,1825.19,2786.78,CARD,1,SUCCESS,,0
TXN_0000110,CUST_00011,MEDIUM_RELIABILITY,0.78,1825.19,1738.99,WALLET,21,SUCCESS,,0
TXN_0000111,CUST_00011,MEDIUM_RELIABILITY,0.78,1825.19,276.07,CARD,22,SUCCESS,,0
TXN_0000112,CUST_00011,MEDIUM_RELIABILITY,0.78,1825.19,1381.43,UPI,12,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000113,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,6045.48,UPI,22,FAILED,NETWORK_TIMEOUT,0
TXN_0000114,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,3944.03,UPI,13,SUCCESS,,0
TXN_0000115,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,2389.37,UPI,7,FAILED,NETWORK_TIMEOUT,0
TXN_0000116,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,3176.75,UPI,11,FAILED,AUTHENTICATION_FAILURE,0
TXN_0000117,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,5318.86,UPI,21,SUCCESS,,0
TXN_0000118,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,4850.94,UPI,2,FAILED,USER_ABANDONMENT,1
TXN_0000119,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,3600.02,CARD,15,FAILED,TECHNICAL_ERROR,0
TXN_0000120,CUST_00012,MEDIUM_RELIABILITY,0.71,3980.44,3396.39,WALLET,6,SUCCESS,,0
TXN_0000121,CUST_00013,LOW_RELIABILITY,0.48,5539.2,4671.19,CARD,15,SUCCESS,,0
TXN_0000122,CUST_00013,LOW_RELIABILITY,0.48,5539.2,3495.43,CARD,22,FAILED,TECHNICAL_ERROR,0
TXN_0000123,CUST_00013,LOW_RELIABILITY,0.48,5539.2,9118.36,NET_BANKING,12,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000124,CUST_00013,LOW_RELIABILITY,0.48,5539.2,4825.04,UPI,15,FAILED,USER_ABANDONMENT,1
TXN_0000125,CUST_00013,LOW_RELIABILITY,0.48,5539.2,8236.03,NET_BANKING,10,SUCCESS,,0
TXN_0000126,CUST_00013,LOW_RELIABILITY,0.48,5539.2,8909.95,UPI,13,FAILED,USER_ABANDONMENT,1
TXN_0000127,CUST_00014,MEDIUM_RELIABILITY,0.69,5385.23,7535.68,UPI,18,SUCCESS,,0
TXN_0000128,CUST_00014,MEDIUM_RELIABILITY,0.69,5385.23,4455.48,UPI,4,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000129,CUST_00014,MEDIUM_RELIABILITY,0.69,5385.23,6254.9,UPI,17,SUCCESS,,0
TXN_0000130,CUST_00014,MEDIUM_RELIABILITY,0.69,5385.23,5333.11,CARD,8,SUCCESS,,0
TXN_0000131,CUST_00014,MEDIUM_RELIABILITY,0.69,5385.23,3438.57,CARD,23,SUCCESS,,0
TXN_0000132,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,1063.41,CARD,23,SUCCESS,,0
TXN_0000133,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,497.36,UPI,23,SUCCESS,,0
TXN_0000134,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,1388.46,UPI,17,SUCCESS,,0
TXN_0000135,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,766.35,WALLET,16,FAILED,USER_ABANDONMENT,2
TXN_0000136,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,1017.02,CARD,0,SUCCESS,,0
TXN_0000137,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,1047.94,NET_BANKING,7,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000138,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,843.8,CARD,1,SUCCESS,,0
TXN_0000139,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,1162.18,CARD,19,SUCCESS,,0
TXN_0000140,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,762.47,CARD,0,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000141,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,1269.33,CARD,8,SUCCESS,,0
TXN_0000142,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,434.5,UPI,16,SUCCESS,,0
TXN_0000143,CUST_00015,MEDIUM_RELIABILITY,0.78,941.28,988.86,CARD,5,FAILED,TEMPORARY_BANK_ERROR,0
TXN_0000144,CUST_00016,HIGH_RELIABILITY,0.95,3387.34,6014.46,CARD,8,SUCCESS,,0
TXN_0000145,CUST_00016,HIGH_RELIABILITY,0.95,3387.34,2031.96,UPI,12,SUCCESS,,0
TXN_0000146,CUST_00016,HIGH_RELIABILITY,0.95,3387.34,2469.04,WALLET,14,SUCCESS,,0
TXN_0000147,CUST_00016,HIGH_RELIABILITY,0.95,3387.34,4083.65,WALLET,7,SUCCESS,,0
TXN_0000148,CUST_00016,HIGH_RELIABILITY,0.95,3387.34,3630.66,NET_BANKING,2,SUCCESS,,0
TXN_0000149,CUST_00016,HIGH_RELIABILITY,0.95,3387.34,3862.42,NET_BANKING,1,SUCCESS,,0
TXN_0000150,CUST_00016,HIGH_RELIABILITY,0.95,3387.34,4050.16,UPI,17,SUCCESS,,0
TXN_0000151,CUST_00016,HIGH_RELIABILITY,0.95,3387.34,4247.35,CARD,22,SUCCESS,,0
TXN_0000152,CUST_00017,LOW_RELIABILITY,0.37,6652.42,9605.3,NET_BANKING,20,SUCCESS,,0
TXN_0000153,CUST_00017,LOW_RELIABILITY,0.37,6652.42,7742.93,CARD,3,SUCCESS,,0
TXN_0000154,CUST_00017,LOW_RELIABILITY,0.37,6652.42,6010.44,WALLET,7,FAILED,USER_ABANDONMENT,2
TXN_0000155,CUST_00017,LOW_RELIABILITY,0.37,6652.42,8442.12,CARD,1,SUCCESS,,0
TXN_0000156,CUST_00017,LOW_RELIABILITY,0.37,6652.42,11707.95,CARD,8,SUCCESS,,0
TXN_0000157,CUST_00017,LOW_RELIABILITY,0.37,6652.42,6299.49,CARD,1,FAILED,USER_ABANDONMENT,0
TXN_0000158,CUST_00017,LOW_RELIABILITY,0.37,6652.42,4059.23,UPI,4,SUCCESS,,0
TXN_0000159,CUST_00017,LOW_RELIABILITY,0.37,6652.42,9598.33,CARD,12,SUCCESS,,0
TXN_0000160,CUST_00017,LOW_RELIABILITY,0.37,6652.42,6332.09,UPI,18,FAILED,USER_ABANDONMENT,0
TXN_0000161,CUST_00017,LOW_RELIABILITY,0.37,6652.42,871.02,NET_BANKING,10,FAILED,AUTHENTICATION_FAILURE,1
TXN_0000162,CUST_00017,LOW_RELIABILITY,0.37,6652.42,8907.38,CARD,2,FAILED,TECHNICAL_ERROR,0
TXN_0000163,CUST_00017,LOW_RELIABILITY,0.37,6652.42,5227.93,UPI,2,FAILED,USER_ABANDONMENT,3
TXN_0000164,CUST_00018,HIGH_RELIABILITY,0.99,12317.56,11871.5,WALLET,10,SUCCESS,,0
TXN_0000165,CUST_00018,HIGH_RELIABILITY,0.99,12317.56,13953.24,UPI,14,SUCCESS,,0
TXN_0000166,CUST_00018,HIGH_RELIABILITY,0.99,12317.56,13256.16,UPI,12,SUCCESS,,0
TXN_0000167,CUST_00018,HIGH_RELIABILITY,0.99,12317.56,15813.05,CARD,21,SUCCESS,,0
TXN_0000168,CUST_00018,HIGH_RELIABILITY,0.99,12317.56,10171.91,NET_BANKING,9,SUCCESS,,0
TXN_0000169,CUST_00018,HIGH_RELIABILITY,0.99,12317.56,14845.64,CARD,2,SUCCESS,,0
TXN_0000170,CUST_00018,HIGH_RELIABILITY,0.99,12317.56,11038.77,UPI,20,SUCCESS,,0
TXN_0000171,CUST_00018,HIGH_RELIABILITY,0.99,12317.56,15957.7,UPI,11,SUCCESS,,0
TXN_0000172,CUST_00018,HIGH_RELIABILITY,0.99,12317.56,15349.49,UPI,9,SUCCESS,,0
TXN_0000173,CUST_00018,HIGH_RELIABILITY,0.99,12317.56,7708.63,NET_BANKING,3,SUCCESS,,0
TXN_0000174,CUST_00018,HIGH_RELIABILITY,0.99,12317.56,17668.22,UPI,14,SUCCESS,,0
TXN_0000175,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,1859.87,UPI,0,FAILED,INSUFFICIENT_FUNDS,0
TXN_0000176,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,3132.61,NET_BANKING,12,FAILED,NETWORK_TIMEOUT,1
TXN_0000177,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,2715.22,CARD,17,SUCCESS,,0
TXN_0000178,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,4108.1,WALLET,18,SUCCESS,,0
TXN_0000179,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,2155.8,CARD,5,SUCCESS,,0
TXN_0000180,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,2036.62,UPI,15,SUCCESS,,0
TXN_0000181,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,2349.02,UPI,8,SUCCESS,,0
TXN_0000182,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,2080.31,CARD,2,SUCCESS,,0
TXN_0000183,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,3124.93,WALLET,23,SUCCESS,,0
TXN_0000184,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,836.82,CARD,6,SUCCESS,,0
TXN_0000185,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,1369.61,UPI,0,SUCCESS,,0
TXN_0000186,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,1356.24,UPI,19,SUCCESS,,0
TXN_0000187,CUST_00019,HIGH_RELIABILITY,0.91,2367.41,3267.32,NET_BANKING,14,SUCCESS,,0
TXN_0000188,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,7884.71,WALLET,4,SUCCESS,,0
TXN_0000189,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,4485.86,CARD,22,FAILED,NETWORK_TIMEOUT,3
TXN_0000190,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,4365.32,WALLET,9,SUCCESS,,0
TXN_0000191,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,4812.63,CARD,18,SUCCESS,,0
TXN_0000192,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,6857.16,UPI,8,SUCCESS,,0
TXN_0000193,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,2944.91,UPI,3,SUCCESS,,0
TXN_0000194,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,5127.81,UPI,17,FAILED,USER_ABANDONMENT,0
TXN_0000195,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,6507.59,CARD,22,FAILED,AUTHENTICATION_FAILURE,1
TXN_0000196,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,5619.79,UPI,13,SUCCESS,,0
TXN_0000197,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,5036.46,UPI,9,SUCCESS,,0
TXN_0000198,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,6555.99,CARD,22,SUCCESS,,0
TXN_0000199,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,100.0,UPI,14,SUCCESS,,0
TXN_0000200,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,5950.83,CARD,12,SUCCESS,,0
TXN_0000201,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,3456.64,WALLET,22,SUCCESS,,0
TXN_0000202,CUST_00020,MEDIUM_RELIABILITY,0.8,4681.45,1253.44,UPI,11,SUCCESS,,0
TXN_0000203,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,6268.34,CARD,2,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000204,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,8063.69,UPI,19,FAILED,TECHNICAL_ERROR,1
TXN_0000205,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,4918.06,UPI,10,SUCCESS,,0
TXN_0000206,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,7187.75,UPI,0,FAILED,TEMPORARY_BANK_ERROR,1
TXN_0000207,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,8560.41,CARD,22,SUCCESS,,0
TXN_0000208,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,7941.4,UPI,12,SUCCESS,,0
TXN_0000209,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,8618.05,CARD,22,SUCCESS,,0
TXN_0000210,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,6749.05,UPI,0,SUCCESS,,0
TXN_0000211,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,5361.21,UPI,2,FAILED,TECHNICAL_ERROR,0
TXN_0000212,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,1869.41,UPI,14,SUCCESS,,0
TXN_0000213,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,4691.96,CARD,11,SUCCESS,,0
TXN_0000214,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,3448.82,UPI,22,SUCCESS,,0
TXN_0000215,CUST_00021,MEDIUM_RELIABILITY,0.68,5204.18,9723.37,UPI,1,SUCCESS,,0
TXN_0000216,CUST_00022,HIGH_RELIABILITY,0.88,13730.49,12764.49,UPI,10,SUCCESS,,0
TXN_0000217,CUST_00022,HIGH_RELIABILITY,0.88,13730.49,14407.15,CARD,5,SUCCESS,,0
TXN_0000218,CUST_00022,HIGH_RELIABILITY,0.88,13730.49,16759.36,CARD,16,SUCCESS,,0
TXN_0000219,CUST_00022,HIGH_RELIABILITY,0.88,13730.49,13969.96,UPI,17,SUCCESS,,0
TXN_0000220,CUST_00022,HIGH_RELIABILITY,0.88,13730.49,23040.04,CARD,12,SUCCESS,,0
TXN_0000221,CUST_00022,HIGH_RELIABILITY,0.88,13730.49,10310.78,UPI,21,SUCCESS,,0
TXN_0000222,CUST_00023,HIGH_RELIABILITY,0.91,10275.31,11075.17,CARD,6,SUCCESS,,0
TXN_0000223,CUST_00023,HIGH_RELIABILITY,0.91,10275.31,7223.66,UPI,0,SUCCESS,,0
TXN_0000224,CUST_00023,HIGH_RELIABILITY,0.91,10275.31,4849.85,UPI,22,SUCCESS,,0
